10,,,10,
200219 SHaPrP SEC001:10_UV,,,200219 SHaPrP SEC001:10_Fractions,
ml,min, mAU,ml,(Fractions)
223.27,74.42425601,-0.43,,
223.63,74.54410183,-0.43,,
223.99,74.66394765,-0.44,,
224.35,74.78379347,-0.42,,
224.71,74.9036393,-0.42,,
225.07,75.02348512,-0.43,,
225.43,75.14333094,-0.43,,
225.79,75.26317677,-0.43,,
226.15,75.38302259,-0.44,,
226.51,75.50286841,-0.43,,
226.87,75.62271423,-0.43,,
227.23,75.74256006,-0.42,,
227.59,75.86240588,-0.43,,
227.95,75.9822517,-0.44,,
228.31,76.10209753,-0.43,,
228.67,76.22194335,-0.43,,
229.03,76.34178917,-0.43,,
229.38,76.46163499,-0.44,,
229.74,76.58148082,-0.44,,
230.10,76.70132664,-0.44,,
230.46,76.82117246,-0.43,,
230.82,76.94101829,-0.44,,
231.18,77.06086411,-0.44,,
231.54,77.18070993,-0.43,,
231.90,77.30055575,-0.43,,
232.26,77.42040158,-0.44,,
232.62,77.5402474,-0.43,,
232.98,77.66009322,-0.44,,
233.34,77.77993905,-0.44,,
233.70,77.89978487,-0.44,,
234.06,78.01963069,-0.44,,
234.42,78.13947651,-0.44,,
234.78,78.25932234,-0.44,,
235.14,78.37916816,-0.45,,
235.50,78.49901398,-0.45,,
235.86,78.61885981,-0.44,,
236.22,78.73870563,-0.44,,
236.58,78.85855145,-0.43,,
236.94,78.97839728,-0.44,,
237.29,79.0982431,-0.45,,
237.65,79.21808892,-0.45,,
238.01,79.33793474,-0.44,,
238.37,79.45778057,-0.45,,
238.73,79.57762639,-0.45,,
239.09,79.69747221,-0.45,,
239.45,79.81731804,-0.45,,
239.81,79.93716386,-0.44,,
240.17,80.05700968,-0.44,,
240.53,80.1768555,-0.44,,
240.89,80.29670133,-0.44,,
241.25,80.41654715,-0.43,,
241.61,80.53639297,-0.43,,
241.97,80.6562388,-0.42,,
242.33,80.77608462,-0.41,,
242.69,80.89593044,-0.41,,
243.05,81.01577626,-0.41,,
243.41,81.13562209,-0.40,,
243.77,81.25546791,-0.41,,
244.13,81.37531373,-0.39,,
244.49,81.49515956,-0.38,,
244.85,81.61500538,-0.38,,
245.20,81.7348512,-0.37,,
245.56,81.85469702,-0.37,,
245.92,81.97454285,-0.36,,
246.28,82.09438867,-0.34,,
246.64,82.21423449,-0.34,,
247.00,82.33408032,-0.34,,
247.36,82.45392614,-0.31,,
247.72,82.57377196,-0.30,,
248.08,82.69361778,-0.28,,
248.44,82.81346361,-0.26,,
248.80,82.93330943,-0.25,,
249.16,83.05315525,-0.25,,
249.52,83.17300108,-0.22,,
249.88,83.2928469,-0.20,,
250.24,83.41269272,-0.17,,
250.60,83.53253854,-0.15,,
250.96,83.65238437,-0.14,,
251.32,83.77223019,-0.12,,
251.68,83.89207601,-0.10,,
252.04,84.01192184,-0.09,,
252.40,84.13176766,-0.08,,
252.75,84.25161348,-0.06,,
253.11,84.3714593,-0.04,,
253.47,84.49130513,-0.03,,
253.83,84.61115095,-0.01,,
254.19,84.73099677,0.01,,
254.55,84.8508426,0.01,,
254.91,84.97068842,0.03,,
255.27,85.09053424,0.04,,
255.63,85.21038006,0.04,,
255.99,85.33022589,0.04,,
256.35,85.45007171,0.06,,
256.71,85.56991753,0.06,,
257.07,85.68976336,0.08,,
257.43,85.80960918,0.08,,
257.79,85.929455,0.08,,
258.15,86.04930082,0.09,,
258.51,86.16914665,0.09,,
258.87,86.28899247,0.10,,
259.23,86.40883829,0.10,,
259.59,86.52868412,0.11,,
259.95,86.64852994,0.12,,
260.31,86.76837576,0.11,,
260.66,86.88822158,0.12,,
261.02,87.00806741,0.12,,
261.38,87.12791323,0.13,,
261.74,87.24775905,0.13,,
262.10,87.36760488,0.13,,
262.46,87.4874507,0.13,,
262.82,87.60729652,0.13,,
263.18,87.72714234,0.14,,
263.54,87.84698817,0.14,,
263.90,87.96683399,0.14,,
264.26,88.08667981,0.15,,
264.62,88.20652564,0.14,,
264.98,88.32637146,0.14,,
265.34,88.44621728,0.15,,
265.70,88.56606311,0.14,,
266.06,88.68590893,0.16,,
266.42,88.80575475,0.16,,
266.78,88.92560057,0.16,,
267.14,89.0454464,0.16,,
267.50,89.16529222,0.17,,
267.86,89.28513804,0.18,,
268.21,89.40498387,0.20,,
268.57,89.52482969,0.20,,
268.93,89.64467551,0.19,,
269.29,89.76452133,0.21,,
269.65,89.88436716,0.27,,
270.01,90.00421298,2.05,,
270.37,90.1240588,38.88,,
270.73,90.24390463,230.90,,
271.09,90.36375045,669.21,,
271.45,90.48359627,1240.84,,
271.81,90.60344209,1656.36,,
272.17,90.72328792,1820.19,,
272.53,90.84313374,1874.54,,
272.89,90.96297956,1893.47,,
273.25,91.08282539,1896.84,,
273.61,91.20267121,1888.72,,
273.97,91.32251703,1870.78,,
274.33,91.44236285,1841.04,,
274.69,91.56220868,1795.23,,
275.05,91.6820545,1724.53,,
275.41,91.80190032,1620.15,,
275.77,91.92174615,1482.21,,
276.12,92.04159197,1318.98,,
276.48,92.16143779,1152.63,,
276.84,92.28128361,991.21,,
277.20,92.40112944,847.40,,
277.56,92.52097526,720.13,,
277.92,92.64082108,612.35,,
278.28,92.76066691,520.43,,
278.64,92.88051273,444.50,,
279.00,93.00035855,381.26,,
279.36,93.12020437,330.48,,
279.72,93.2400502,290.32,,
280.08,93.35989602,258.61,,
280.44,93.47974184,234.16,,
280.80,93.59958767,215.35,,
281.16,93.71943349,200.47,,
281.52,93.83927931,188.57,,
281.88,93.95912513,178.38,,
282.24,94.07897096,169.21,,
282.60,94.19881678,160.20,,
282.96,94.3186626,151.14,,
283.32,94.43850843,141.47,,
283.68,94.55835425,131.51,,
284.03,94.67820007,121.08,,
284.39,94.79804589,110.57,,
284.75,94.91789172,99.43,,
285.11,95.03773754,88.77,,
285.47,95.15758336,83.62,,
285.83,95.27742919,92.98,,
286.19,95.39727501,119.99,,
286.55,95.51712083,155.24,,
286.91,95.63696665,186.19,,
287.27,95.75681248,206.76,,
287.63,95.8766583,216.21,,
287.99,95.99650412,215.71,,
288.35,96.11634995,207.00,,
288.71,96.23619577,192.12,,
