10,,,10,
200219 SHaPrP SEC001:10_UV,,,200219 SHaPrP SEC001:10_Fractions,
ml,min, mAU,ml,(Fractions)
289.07,96.35604159,173.18,,
289.43,96.47588741,152.87,,
289.79,96.59573324,132.40,,
290.15,96.71557906,112.98,,
290.51,96.83542488,95.11,,
290.87,96.95527071,79.43,,
291.23,97.07511653,65.69,,
291.58,97.19496235,54.07,,
291.94,97.31480817,44.21,,
292.30,97.434654,36.15,,
292.66,97.55449982,29.62,,
293.02,97.67434564,24.37,,
293.38,97.79419147,20.17,,
293.74,97.91403729,16.90,,
294.10,98.03388311,14.32,,
294.46,98.15372894,12.34,,
294.82,98.27357476,10.77,,
295.18,98.39342058,9.55,,
295.54,98.5132664,8.59,,
295.90,98.63311223,7.84,,
296.26,98.75295805,7.24,,
296.62,98.87280387,6.75,,
296.98,98.9926497,6.35,,
297.34,99.11249552,6.01,,
297.70,99.23234134,5.72,,
298.06,99.35218716,5.48,,
298.42,99.47203299,5.27,,
298.78,99.59187881,5.06,,
299.14,99.71172463,4.87,,
299.49,99.83157046,4.70,,
299.85,99.95141628,4.55,,
300.21,100.0712621,4.42,,
300.57,100.1911079,4.30,,
300.93,100.3109537,4.18,,
301.29,100.4307996,4.09,,
301.65,100.5506454,4.02,,
302.01,100.6704912,3.95,,
302.37,100.790337,3.90,,
302.73,100.9101829,3.88,,
303.09,101.0300287,3.92,,
303.45,101.1498745,3.99,,
303.81,101.2697203,4.04,,
304.17,101.3895662,4.08,,
304.53,101.509412,4.17,,
304.89,101.6292578,4.24,,
305.25,101.7491036,4.19,,
305.61,101.8689494,4.05,,
305.97,101.9887953,3.90,,
306.33,102.1086411,3.73,,
306.69,102.2284869,3.60,,
307.04,102.3483327,3.49,,
307.40,102.4681786,3.40,,
307.76,102.5880244,3.33,,
308.12,102.7078702,3.26,,
308.48,102.827716,3.21,,
308.84,102.9475619,3.16,,
309.20,103.0674077,3.13,,
309.56,103.1872535,3.10,,
309.92,103.3070993,3.08,,
310.28,103.4269451,3.06,,
310.64,103.546791,3.04,,
311.00,103.6666368,3.05,,
311.36,103.7864826,3.05,,
311.72,103.9063284,3.06,,
312.08,104.0261743,3.08,,
312.44,104.1460201,3.10,,
312.80,104.2658659,3.14,,
313.16,104.3857117,3.17,,
313.52,104.5055575,3.24,,
313.88,104.6254034,3.31,,
314.24,104.7452492,3.36,,
314.60,104.865095,3.45,,
314.95,104.9849408,3.55,,
315.31,105.1047867,3.66,,
315.67,105.2246325,3.78,,
316.03,105.3444783,3.89,,
316.39,105.4643241,4.04,,
316.75,105.58417,4.19,,
317.11,105.7040158,4.35,,
317.47,105.8238616,4.51,,
317.83,105.9437074,4.68,,
318.19,106.0635532,4.84,,
318.55,106.1833991,5.02,,
318.91,106.3032449,5.19,,
319.27,106.4230907,5.36,,
319.63,106.5429365,5.51,,
319.99,106.6627824,5.67,,
320.35,106.7826282,5.82,,
320.71,106.902474,5.96,,
321.07,107.0223198,6.08,,
321.43,107.1421657,6.19,,
321.79,107.2620115,6.30,,
322.15,107.3818573,6.38,,
322.51,107.5017031,6.47,,
322.86,107.6215489,6.54,,
323.22,107.7413948,6.58,,
323.58,107.8612406,6.62,,
323.94,107.9810864,6.64,,
324.30,108.1009322,6.65,,
324.66,108.2207781,6.63,,
325.02,108.3406239,6.61,,
325.38,108.4604697,6.55,,
325.74,108.5803155,6.48,,
326.10,108.7001613,6.41,,
326.46,108.8200072,6.30,,
326.82,108.939853,6.20,,
327.18,109.0596988,6.07,,
327.54,109.1795446,5.93,,
327.90,109.2993905,5.78,,
328.26,109.4192363,5.62,,
328.62,109.5390821,5.46,,
328.98,109.6589279,5.29,,
329.34,109.7787738,5.12,,
329.70,109.8986196,4.97,,
330.06,110.0184654,4.80,,
330.41,110.1383112,4.64,,
330.77,110.258157,4.49,,
